2021-07-07 02:12:19.218266,1.1.1.1,0,0
2021-07-07 02:12:19.218266,8.8.8.8,0,1
2021-07-07 02:12:19.218266,9.9.9.9,0,0
2021-07-07 02:12:19.218266,4.4.4.4,100,None
2021-07-07 02:12:19.218266,2.2.2.2,100,None
2021-07-07 02:12:31.754340,1.1.1.1,0,1
2021-07-07 02:12:31.754340,8.8.8.8,0,1
2021-07-07 02:12:31.754340,9.9.9.9,0,0
2021-07-07 02:12:31.754340,4.4.4.4,100,None
2021-07-07 02:12:31.754340,2.2.2.2,100,None
